"geoid","name","crime_other","crime_personal","crime_property","density","median_income","unemployed","education"
"060375510003","Block Group 3, Census Tract 5510, Los Angeles County, California",1,,,1386,24304,0.07129455909943714822,0.66
"060375542033","Block Group 3, Census Tract 5542.03, Los Angeles County, California",1,,,985,15929,0.07326478149100257069,0.4576757532281205165
"060375545213","Block Group 3, Census Tract 5545.21, Los Angeles County, California",1,,,1522,36789,0.02916978309648466717,0.7298951048951048951
"060375703043","Block Group 3, Census Tract 5703.04, Los Angeles County, California",2,,,1197,12794,0.17527010804321728691,0.34275618374558303887
"060375704032","Block Group 2, Census Tract 5704.03, Los Angeles County, California",1,,,1501,17532,0.05832549388523047977,0.47435897435897435897
"060375713003","Block Group 3, Census Tract 5713, Los Angeles County, California",1,,,1450,28043,0.08006672226855713094,0.66528925619834710744
"060375725002","Block Group 2, Census Tract 5725, Los Angeles County, California",1,1,,1411,16922,0.106,0.50507614213197969543
"060375737006","Block Group 6, Census Tract 5737, Los Angeles County, California",1,,,1060,41551,0.02210663198959687906,0.79632465543644716692
"060375767001","Block Group 1, Census Tract 5767, Los Angeles County, California",1,,,1723,46759,0.04626334519572953737,0.92675159235668789809
"060375776021","Block Group 1, Census Tract 5776.02, Los Angeles County, California",2,2,,1764,68895,0.12028150991682661548,1.0128939828080229
"060375776033","Block Group 3, Census Tract 5776.03, Los Angeles County, California",2,,,1823,56725,0.05399719495091164095,0.97525473071324599709
"060376001001","Block Group 1, Census Tract 6001, Los Angeles County, California",1,,,2704,11944,0.10767531750414135837,0.35866261398176291793
"060376002012","Block Group 2, Census Tract 6002.01, Los Angeles County, California",1,,,1308,14396,0.07284079084287200832,0.276
"060376002022","Block Group 2, Census Tract 6002.02, Los Angeles County, California",3,,,2995,12067,0.10725010725010725011,0.49719101123595505618
"060376002023","Block Group 3, Census Tract 6002.02, Los Angeles County, California",1,,,1604,10976,0.05989583333333333333,0.52267573696145124717
"060376003022","Block Group 2, Census Tract 6003.02, Los Angeles County, California",1,,,864,16142,0.10862619808306709265,0.74332648870636550308
"060376003023","Block Group 3, Census Tract 6003.02, Los Angeles County, California",1,2,,1031,23447,0.06273062730627306273,0.63577863577863577864
"060376003042","Block Group 2, Census Tract 6003.04, Los Angeles County, California",15,5,,795,11948,0.06137184115523465704,0.31965442764578833693
"060376004001","Block Group 1, Census Tract 6004, Los Angeles County, California",2,2,,1051,14859,0.14588528678304239401,0.48353552859618717504
"060376004002","Block Group 2, Census Tract 6004, Los Angeles County, California",1,,,498,25336,0.12078651685393258427,0.69871794871794871795
"060376004004","Block Group 4, Census Tract 6004, Los Angeles County, California",1,2,1,1320,27216,0.09567387687188019967,0.6733909702209414025
"060376008011","Block Group 1, Census Tract 6008.01, Los Angeles County, California",2,1,,948,28432,0.17061021170610211706,0.82388059701492537313
"060376008012","Block Group 2, Census Tract 6008.01, Los Angeles County, California",1,,,582,24460,0.07317073170731707317,0.69603524229074889868
"060376008014","Block Group 4, Census Tract 6008.01, Los Angeles County, California",4,,,729,54013,0.10327868852459016393,0.77472527472527472527
"060376008021","Block Group 1, Census Tract 6008.02, Los Angeles County, California",2,1,,1190,40084,0.10699152542372881356,0.82369942196531791908
"060376009121","Block Group 1, Census Tract 6009.12, Los Angeles County, California",14,11,,2895,12986,0.08176389526871841984,0.38879056047197640118
"060376009123","Block Group 3, Census Tract 6009.12, Los Angeles County, California",1,,,802,20523,0.0635838150289017341,0.57169117647058823529
"060376012022","Block Group 2, Census Tract 6012.02, Los Angeles County, California",1,,,1083,16047,0.11207970112079701121,0.49149659863945578231
"060376012121","Block Group 1, Census Tract 6012.12, Los Angeles County, California",1,,,3574,12659,0.1069602831301612269,0.38180019782393669634
"060376013011","Block Group 1, Census Tract 6013.01, Los Angeles County, California",1,,,819,37425,0.03600654664484451718,0.74422442244224422442
"060376013012","Block Group 2, Census Tract 6013.01, Los Angeles County, California",14,5,,1049,37215,0.06474820143884892086,0.82573726541554959786
"060376013022","Block Group 2, Census Tract 6013.02, Los Angeles County, California",13,7,,2249,29745,0.09849521203830369357,0.73165467625899280576
"060376013024","Block Group 4, Census Tract 6013.02, Los Angeles County, California",1,5,,2495,23241,0.06108970831040176114,0.62623762376237623762
"060376014013","Block Group 3, Census Tract 6014.01, Los Angeles County, California",16,94,,1780,18951,0.09159261790840738209,0.47014925373134328358
"060376015022","Block Group 2, Census Tract 6015.02, Los Angeles County, California",3,4,,1232,10204,0.12411705348133198789,0.43526170798898071625
"060376016003","Block Group 3, Census Tract 6016, Los Angeles County, California",5,3,,1367,7929,0.0778564206268958544,0.24801271860095389507
"060376018012","Block Group 2, Census Tract 6018.01, Los Angeles County, California",2,1,,1668,9753,0.14442567567567567568,0.20588235294117647059
"060376022004","Block Group 4, Census Tract 6022, Los Angeles County, California",1,,,1969,31636,0.00706486833654463712,0.66988847583643122677
"060376023023","Block Group 3, Census Tract 6023.02, Los Angeles County, California",1,,,702,29132,0.09421487603305785124,0.71376146788990825688
"060376028011","Block Group 1, Census Tract 6028.01, Los Angeles County, California",1,16,10,3502,12182,0.0717283479587943533,0.36242299794661190965
"060376028022","Block Group 2, Census Tract 6028.02, Los Angeles County, California",1,,,931,19875,0.04025974025974025974,0.78535773710482529118
"060376030011","Block Group 1, Census Tract 6030.01, Los Angeles County, California",1,,,1604,13255,0.0962962962962962963,0.26687116564417177914
"060376031012","Block Group 2, Census Tract 6031.01, Los Angeles County, California",5,2,,1456,23931,0.01569858712715855573,0.66790352504638218924
"060376031013","Block Group 3, Census Tract 6031.01, Los Angeles County, California",4,,,1395,34118,0.04862953138815207781,0.70057034220532319392
"060376031021","Block Group 1, Census Tract 6031.02, Los Angeles County, California",1,2,,1422,19042,0.07879295892707460184,0.50446871896722939424
"060376031022","Block Group 2, Census Tract 6031.02, Los Angeles County, California",3,1,,1516,17201,0.10130111524163568773,0.59935205183585313175
"060376032003","Block Group 3, Census Tract 6032, Los Angeles County, California",1,18,19,1420,25009,0.07758620689655172414,0.52318548387096774194
"060376099001","Block Group 1, Census Tract 6099, Los Angeles County, California",3,2,,1346,25662,0.0751665080875356803,0.37131882202304737516
"060376099002","Block Group 2, Census Tract 6099, Los Angeles County, California",5,22,26,734,23660,0.07488986784140969163,0.40659340659340659341
"060376200011","Block Group 1, Census Tract 6200.01, Los Angeles County, California",3,1,,1047,55278,0.07719298245614035088,0.95622435020519835841
"060376200013","Block Group 3, Census Tract 6200.01, Los Angeles County, California",5,,,1836,39331,0.05790500975927130774,0.7632
"060376201011","Block Group 1, Census Tract 6201.01, Los Angeles County, California",1,,,1594,42839,0.06956521739130434783,0.83233018056749785039
"060376201013","Block Group 3, Census Tract 6201.01, Los Angeles County, California",1,,,1926,46213,0.05589307411907654921,0.93689320388349514563
"060376203034","Block Group 4, Census Tract 6203.03, Los Angeles County, California",2,,,699,123019,0.01898734177215189873,1.0178173719376392
"060376203054","Block Group 4, Census Tract 6203.05, Los Angeles County, California",1,,,557,65319,0.03536345776031434185,1.048936170212766
"060376205015","Block Group 5, Census Tract 6205.01, Los Angeles County, California",1,,,588,59343,0,0.8502304147465437788
"060376208005","Block Group 5, Census Tract 6208, Los Angeles County, California",1,2,,1245,64125,0.03148751357220412595,0.96210268948655256724
"060376502004","Block Group 4, Census Tract 6502, Los Angeles County, California",10,,,1948,30075,0.06113801452784503632,0.56162361623616236162
"060376509012","Block Group 2, Census Tract 6509.01, Los Angeles County, California",8,9,,1590,23892,0.14713430282292557742,0.71386138613861386139
"060376509014","Block Group 4, Census Tract 6509.01, Los Angeles County, California",14,12,,1079,49283,0.02219755826859045505,0.75294117647058823529
"060376510021","Block Group 1, Census Tract 6510.02, Los Angeles County, California",1,,,1108,42428,0.04184100418410041841,0.9077102803738317757
"060376701003","Block Group 3, Census Tract 6701, Los Angeles County, California",4,3,,2280,45343,0.02116141732283464567,0.80302114803625377644
"060376706023","Block Group 3, Census Tract 6706.02, Los Angeles County, California",1,,,2905,81498,0.01097935880544576197,0.90768437338834450748
"060376707011","Block Group 1, Census Tract 6707.01, Los Angeles County, California",6,8,,2683,43081,0.06310679611650485437,0.80130456598093326643
"060376707013","Block Group 3, Census Tract 6707.01, Los Angeles County, California",8,1,,1577,43022,0.02854511970534069982,0.87211740041928721174
"060376707014","Block Group 4, Census Tract 6707.01, Los Angeles County, California",7,2,,973,49947,0.04255319148936170213,0.85661764705882352941
"060376707023","Block Group 3, Census Tract 6707.02, Los Angeles County, California",2,,,1262,77630,0.02938557435440783615,0.87477148080438756856
"060377001012","Block Group 2, Census Tract 7001.01, Los Angeles County, California",3,3,,1864,52856,0.02282608695652173913,0.66532025389497980381
"060377001014","Block Group 4, Census Tract 7001.01, Los Angeles County, California",5,10,,1078,22175,0.10081466395112016293,0.85164212910532276331
"060377001015","Block Group 5, Census Tract 7001.01, Los Angeles County, California",2,11,10,736,31698,0.14166666666666666667,0.82025677603423680456
"060377001021","Block Group 1, Census Tract 7001.02, Los Angeles County, California",3,2,,1026,20309,0.05411499436302142052,0.66823529411764705882
"060377001022","Block Group 2, Census Tract 7001.02, Los Angeles County, California",5,8,3,1522,40019,0.0082079343365253078,0.83296378418329637842
"060377001023","Block Group 3, Census Tract 7001.02, Los Angeles County, California",5,1,,1215,41024,0.05058717253839205059,0.69971126082771896054
"060377002001","Block Group 1, Census Tract 7002, Los Angeles County, California",4,3,,2936,57463,0.08774422735346358792,0.96692392502756339581
"060377002002","Block Group 2, Census Tract 7002, Los Angeles County, California",4,1,,558,28715,0.17514124293785310734,0.91330645161290322581
"060377003002","Block Group 2, Census Tract 7003, Los Angeles County, California",1,1,,1333,54285,0.11085801063022019742,0.9445300462249614792
"060377003003","Block Group 3, Census Tract 7003, Los Angeles County, California",2,,,1115,62056,0.02759889604415823367,0.87396504139834406624
"060377004001","Block Group 1, Census Tract 7004, Los Angeles County, California",1,13,8,1547,32710,0.10508701472556894244,0.88721264367816091954
"060377004002","Block Group 2, Census Tract 7004, Los Angeles County, California",4,1,,557,72184,0.11428571428571428571,0.95809523809523809524
"060377004004","Block Group 4, Census Tract 7004, Los Angeles County, California",3,,,745,65996,0.08828006088280060883,1.0477031802120141
"060377005011","Block Group 1, Census Tract 7005.01, Los Angeles County, California",2,,,1500,90013,0.086,0.91820040899795501022
"060377005012","Block Group 2, Census Tract 7005.01, Los Angeles County, California",1,1,,978,44027,0.01171458998935037274,0.87400681044267877412
"060377007002","Block Group 2, Census Tract 7007, Los Angeles County, California",5,,,904,126162,0,0.71004243281471004243
"060377007003","Block Group 3, Census Tract 7007, Los Angeles County, California",1,2,,1706,90978,0.01399580125962211337,0.83246527777777777778
"060377008021","Block Group 1, Census Tract 7008.02, Los Angeles County, California",2,,,1045,55279,0.02898550724637681159,0.84036939313984168865
"060377008022","Block Group 2, Census Tract 7008.02, Los Angeles County, California",4,3,,969,86259,0.1497890295358649789,0.78555304740406320542
"060377009011","Block Group 1, Census Tract 7009.01, Los Angeles County, California",27,10,,943,47156,0.02747252747252747253,0.87741046831955922865
"060377009012","Block Group 2, Census Tract 7009.01, Los Angeles County, California",6,40,,702,44608,0.08139534883720930233,0.93541666666666666667
"060377009013","Block Group 3, Census Tract 7009.01, Los Angeles County, California",2,6,,1075,31652,0.07949308755760368664,0.88736263736263736264
"060377009014","Block Group 4, Census Tract 7009.01, Los Angeles County, California",2,17,8,1335,39563,0.0759849906191369606,0.94269005847953216374
"060377009022","Block Group 2, Census Tract 7009.02, Los Angeles County, California",1,5,10,1313,38756,0.02393162393162393162,0.83012820512820512821
"060377009023","Block Group 3, Census Tract 7009.02, Los Angeles County, California",2,5,,2054,43872,0.10574018126888217523,0.91632373113854595336
